timestamp,is_clench
1629724987296,1
1629725075277,1
1629725114127,1
1629725115789,1
1629725116027,1
1629725126406,1
1629725177135,1
1629725183623,1
1629725188308,1
1629725207615,1
1629725233625,1
1629725315733,1
1629725315954,1
1629725317348,1
1629725318731,1
1629725318890,1
1629725319199,1
1629725331084,1
1629725333015,1
1629725333563,1
1629725333691,1
1629725334822,1
1629725335012,1
1629725335275,1
1629725335758,1
1629725335945,1
1629725336373,1
1629725337453,1
1629725337673,1
1629725337873,1
1629725338685,1
1629725338971,1
1629725339398,1
1629725339599,1
1629725340226,1
1629725340472,1
1629725341117,1
1629725341328,1
1629725341764,1
1629725342468,1
1629725342885,1
1629725343271,1
1629725343462,1
1629725343677,1
1629725343875,1
1629725344066,1
1629725344477,1
1629725344874,1
1629725345192,1
1629725345621,1
1629725345858,1
1629725347352,1
1629725347570,1
1629725348895,1
1629725349873,1
1629725350370,1
1629725351000,1
1629725351600,1
1629725351839,1
1629725352201,1
1629725353145,1
1629725353327,1
1629725353689,1
1629725354127,1
1629725354776,1
1629725354975,1
1629725355354,1
1629725355656,1
1629725356362,1
1629725356482,1
1629725356903,1
1629725357292,1
1629725358055,1
1629725358426,1
1629725358788,1
1629725359011,1
1629725359203,1
1629725359641,1
1629725360443,1
1629725360783,1
1629725361353,1
1629725361560,1
1629725361973,1
1629725362675,1
1629725363078,1
1629725363455,1
1629725363890,1
1629725364479,1
1629725365114,1
1629725365431,1
1629725365835,1
1629725366682,1
1629725367288,1
1629725367554,1
1629725367737,1
1629725367915,1
1629725368876,1
1629725369082,1
1629725369289,1
1629725369662,1
1629725370115,1
1629725370802,1
1629725371199,1
1629725371652,1
1629725371914,1
1629725372324,1
1629725372709,1
1629725373136,1
1629725373610,1
1629725373851,1
1629725374936,1
1629725375839,1
1629725376211,1
1629725376583,1
1629725376795,1
1629725377010,1
1629725377428,1
1629725377817,1
1629725378186,1
1629725378521,1
1629725378910,1
1629725379110,1
1629725379757,1
1629725380175,1
1629725380647,1
1629725381360,1
1629725382054,1
1629725382985,1
1629725383140,1
1629725383581,1
1629725384024,1
1629725384757,1
1629725385167,1
1629725385342,1
1629725385554,1
1629725386006,1
1629725386635,1
1629725386820,1
1629725387050,1
1629725387424,1
1629725388168,1
1629725388575,1
1629725389208,1
1629725389689,1
1629725390102,1
1629725390343,1
1629725391330,1
1629725391572,1
1629725392026,1
1629725392192,1
1629725392475,1
1629725392743,1
1629725393126,1
1629725393535,1
1629725394033,1
1629725394124,1
1629725394379,1
1629725394638,1
1629725395071,1
1629725395667,1
1629725395856,1
1629725396832,1
1629725397008,1
1629725397391,1
1629725397770,1
1629725398232,1
1629725398542,1
1629725398908,1
1629725400104,1
1629725400481,1
1629725400838,1
1629725401609,1
1629725401974,1
1629725402216,1
1629725402412,1
1629725403085,1
1629725403512,1
1629725403684,1
1629725404659,1
1629725404998,1
1629725405224,1
1629725405443,1
1629725405724,1
1629725406170,1
1629725406325,1
1629725406559,1
1629725406752,1
1629725407248,1
1629725407730,1
1629725408167,1
1629725408266,1
1629725408472,1
1629725409198,1
1629725409338,1
1629725409627,1
1629725409881,1
1629725410306,1
1629725410710,1
1629725411123,1
1629725411410,1
1629725411791,1
1629725412044,1
1629725412669,1
1629725412963,1
1629725413332,1
1629725413737,1
1629725414747,1
1629725415271,1
1629725415593,1
1629725416193,1
1629725416939,1
1629725417111,1
1629725418257,1
1629725418627,1
1629725418821,1
1629725419377,1
1629725419721,1
1629725420091,1
1629725420821,1
1629725421303,1
1629725421476,1
1629725421745,1
1629725422846,1
1629725423226,1
1629725423627,1
1629725424310,1
1629725424823,1
1629725425474,1
1629725425807,1
1629725426510,1
1629725427161,1
1629725428055,1
1629725428461,1
1629725429183,1
1629725431523,1
1629725431815,1
1629725435997,1
1629725436746,1
1629725438513,1
1629725438743,1
1629725440084,1
1629725440950,1
1629725441822,1
1629725442591,1
1629725443808,1
1629725444342,1
1629725446237,1
1629725448076,1
1629725449186,1
1629725450738,1
1629725451009,1
1629725451843,1
1629725452063,1
1629725452273,1
1629725453025,1
1629725454791,1
1629725455470,1
1629725456503,1
1629725457025,1
1629725457379,1
1629725459226,1
1629725459634,1
1629725460733,1
1629725461125,1
1629725462988,1
1629725463389,1
1629725464521,1
1629725464708,1
1629725465636,1
1629725466758,1
1629725467116,1
1629725468292,1
1629725468444,1
1629725469392,1
1629725469808,1
1629725471336,1
1629725471486,1
1629725472454,1
1629725473539,1
1629725474262,1
1629725474458,1
1629725475390,1
1629725477325,1
1629725481399,1
1629725481759,1
1629725482290,1
1629725482479,1
1629725484224,1
1629725487755,1
1629725490334,1
1629725494043,1
1629725495894,1
1629725496803,1
1629725533624,1
1629725540479,1
1629725540691,1
1629725549259,1
1629725551570,1
1629725551759,1
1629725552111,1
1629725657746,1
1629725702117,1
1629725721019,1
1629725731148,1
1629725751809,1
1629725752072,1
1629725754851,1
1629725756109,1
1629725816217,1
1629725835150,1
1629725850708,1
1629725851575,1
1629725856454,1
1629725922191,1
1629725924453,1
1629725925140,1
1629726050877,1
1629726053123,1
1629726053263,1
1629726382976,1
1629726462004,1
